group	PeakID (cmd=annotatePeaks.pl Common_optimal.bed mm10)	Chr	Start	End	Strand	Peak Score	Focus Ratio/Region Size	Annotation	Detailed Annotation	Distance to TSS	Nearest PromoterID	Entrez ID	Nearest Unigene	Nearest Refseq	Nearest Ensembl	Gene Name	Gene Alias	Gene Description	Gene Type
Common	primary_peak_21117	chr4	11485502	11486353	+	941	NA	promoter-TSS (NM_001081183)	promoter-TSS (NM_001081183)	-31	NM_001081183	66185	Mm.331487	NM_001081183	ENSMUSG00000040720	Virma	1110037F02Rik|4930422M05Rik|Kiaa1429|mKIAA1429	vir like m6A methyltransferase associated	protein-coding
Common	primary_peak_8611	chr13	64432148	64433012	+	941	NA	promoter-TSS (NM_053180)	promoter-TSS (NM_053180)	27	NM_053180	105278	Mm.74982	NM_053180	ENSMUSG00000021483	Cdk20	4932702G04Rik|AU019450|AW558027|CDCH|Ccrk|PNQLARE|p42	cyclin-dependent kinase 20	protein-coding
Common	primary_peak_8749	chr13	81710780	81711791	+	941	NA	promoter-TSS (NM_001081176)	promoter-TSS (NM_001081176)	-132	NM_028372	72852	Mm.31095	NM_028372	ENSMUSG00000051098	Mblac2	2900024O10Rik	metallo-beta-lactamase domain containing 2	protein-coding
Common	primary_peak_6205	chr11	116029995	116031082	+	941	NA	intron (NM_001286006, intron 1 of 15)	CpG	222	NM_001286006	217331	Mm.297706	NM_172569	ENSMUSG00000020770	Unk	B230379M23Rik|Unkh|Zc3h5|Zc3hdc5|mKIAA1753	unkempt family zinc finger	protein-coding
Common	primary_peak_21095	chr4	10873959	10875173	+	940	NA	promoter-TSS (NM_026005)	promoter-TSS (NM_026005)	68	NM_026005	67157	Mm.440552	NM_026005	ENSMUSG00000059482	2610301B20Rik	AI428449	RIKEN cDNA 2610301B20 gene	protein-coding
Common	primary_peak_22603	chr4	134703733	134704657	+	940	NA	promoter-TSS (NM_207237)	promoter-TSS (NM_207237)	95	NM_207237	230815	Mm.18905	NM_207237	ENSMUSG00000037306	Man1c1	AI593348	mannosidase, alpha, class 1C, member 1	protein-coding
Common	primary_peak_9015	chr13	103773860	103774854	+	940	NA	Intergenic	CpG	-9775	NM_172592	218543	Mm.458176	NM_172592	ENSMUSG00000032621	Srek1	8430401B01|AI450757|AI462342|SRrp508|SRrp86|Sfrs12|Srsf12	splicing regulatory glutamine/lysine-rich protein 1	protein-coding
Common	primary_peak_16313	chr19	40513425	40514113	+	940	NA	promoter-TSS (NM_009166)	promoter-TSS (NM_009166)	-33	NM_178362	20411	Mm.210815	NM_009166	ENSMUSG00000025006	Sorbs1	2310065E01Rik|9530001P15Rik|CAP|SH3P12|Sh3d5|mKIAA1296	sorbin and SH3 domain containing 1	protein-coding
Common	primary_peak_11334	chr15	80948095	80948612	+	940	NA	promoter-TSS (NM_009634)	promoter-TSS (NM_009634)	-137	NM_009634	11564	Mm.38151	NM_009634	ENSMUSG00000022407	Adsl	Adl|Asl	adenylosuccinate lyase	protein-coding
Common	primary_peak_31677	chr9	59486320	59487203	+	939	NA	promoter-TSS (NM_019927)	promoter-TSS (NM_019927)	-387	NM_019927	23806	Mm.305925	NM_019927	ENSMUSG00000025234	Arih1	AU021774|Ari|Ari1|Hari|Hhari|Ubch7bp|Uip77	ariadne RBR E3 ubiquitin protein ligase 1	protein-coding
Common	primary_peak_7662	chr12	113000299	113001375	+	939	NA	promoter-TSS (NM_028193)	promoter-TSS (NM_028193)	-216	NM_028193	72308	Mm.196721	NM_028193	ENSMUSG00000011158	Brf1	2510002F24Rik|GTF3B|TAF3C|TAFIII90|TFIIIB90|mTFIIIB90	BRF1, RNA polymerase III transcription initiation factor 90 kDa subunit	protein-coding
Common	primary_peak_2782	chr10	58322894	58323908	+	939	NA	promoter-TSS (NM_026148)	promoter-TSS (NM_026148)	-65	NM_026148	110829	Mm.57734	NM_026148	ENSMUSG00000019920	Lims1	2310016J22Rik|4921524A02Rik|AI507642|AU021743|AW551584|C430041B13Rik|Lims1l|PINCH|PINCH1	LIM and senescent cell antigen-like domains 1	protein-coding
Common	primary_peak_1906	chr1	178405609	178406817	+	939	NA	intron (NM_026626, intron 1 of 6)	CpG	332	NM_026626	68226	Mm.252132	NM_026626	ENSMUSG00000026495	Efcab2	1700073K01Rik|D830011E08Rik	EF-hand calcium binding domain 2	protein-coding
Common	primary_peak_18608	chr2	146855585	146856403	+	938	NA	exon (NM_001033298, exon 1 of 14)	exon (NM_001033298, exon 1 of 14)	105	NM_001033298	228730	Mm.292352	NM_001033298	ENSMUSG00000074749	Kiz	Gm114|Ncrna00153|Plk1s1	kizuna centrosomal protein	protein-coding
Common	primary_peak_7448	chr12	101083130	101084039	+	938	NA	non-coding (NR_038050, exon 1 of 2)	non-coding (NR_038050, exon 1 of 2)	118	NM_001160214	68734	Mm.87077	NM_211355	ENSMUSG00000041846	Ppp4r3a	1110034C04Rik|BC064465|Smek1|mKIAA2010	protein phosphatase 4 regulatory subunit 3A	protein-coding
Common	primary_peak_11524	chr15	88861711	88862573	+	938	NA	promoter-TSS (NM_145478)	promoter-TSS (NM_145478)	-52	NM_145478	223775	Mm.400129	NM_145478	ENSMUSG00000035828	Pim3	BC026639|Kid1	proviral integration site 3	protein-coding
Common	primary_peak_25749	chr6	52713555	52714528	+	937	NA	intron (NM_025816, intron 1 of 17)	CpG	312	NM_025816	52440	Mm.389757	NM_025816	ENSMUSG00000004535	Tax1bp1	1200003J11Rik|1700069J21Rik|AA930106|D6Ertd404e|D6Ertd772e|T6bp|TXBP151	Tax1 (human T cell leukemia virus type I) binding protein 1	protein-coding
Common	primary_peak_26123	chr6	87671796	87672480	+	937	NA	promoter-TSS (NM_001170489)	promoter-TSS (NM_001170489)	30	NM_001170489	72103	Mm.31770	NM_024251	ENSMUSG00000030051	Aplf	2010301N04Rik|AI452191	aprataxin and PNKP like factor	protein-coding
Common	primary_peak_30329	chr8	94838034	94838966	+	937	NA	promoter-TSS (NM_026452)	promoter-TSS (NM_026452)	83	NM_026452	67914	Mm.169234	NM_026452	ENSMUSG00000031782	Coq9	2310005O14Rik|C78387	coenzyme Q9	protein-coding
Common	primary_peak_21728	chr4	86611579	86612543	+	937	NA	promoter-TSS (NM_173400)	promoter-TSS (NM_173400)	-39	NM_173400	230376	Mm.74730	NM_173400	ENSMUSG00000038047	Haus6	6230416J20Rik|9830144E06|D4Ertd27e|mKIAA1574	HAUS augmin-like complex, subunit 6	protein-coding
Common	primary_peak_23512	chr5	35757387	35758034	+	937	NA	promoter-TSS (NM_001177696)	promoter-TSS (NM_001177696)	-170	NM_177678	231148	Mm.254446	NM_177678	ENSMUSG00000029095	Ablim2	AI606905|C230091L11	actin-binding LIM protein 2	protein-coding
Common	primary_peak_19227	chr2	174472536	174473539	+	937	NA	promoter-TSS (NM_025531)	promoter-TSS (NM_025531)	-96	NM_025531	66390	Mm.182294	NM_025531	ENSMUSG00000016257	Prelid3b	2310042G06Rik|AA407013|Slmo2	PRELI domain containing 3B	protein-coding
Common	primary_peak_20179	chr3	94953619	94954591	+	936	NA	promoter-TSS (NM_017395)	promoter-TSS (NM_017395)	-910	NM_017395	53970	Mm.24308	NM_017395	ENSMUSG00000005774	Rfx5	-	regulatory factor X, 5 (influences HLA class II expression)	protein-coding
Common	primary_peak_22522	chr4	133338829	133339685	+	935	NA	promoter-TSS (NM_199306)	promoter-TSS (NM_199306)	58	NM_199306	230796	Mm.226576	NM_199306	ENSMUSG00000037622	Wdtc1	Gm695|adipose|adp	WD and tetratricopeptide repeats 1	protein-coding
Common	primary_peak_21697	chr4	66827184	66828173	+	935	NA	promoter-TSS (NM_021297)	promoter-TSS (NM_021297)	-133	NM_021297	21898	Mm.38049	NM_021297	ENSMUSG00000039005	Tlr4	Lps|Ly87|Ran/M1|Rasl2-8	toll-like receptor 4	protein-coding
Common	primary_peak_20204	chr3	95434127	95434803	+	935	NA	promoter-TSS (NM_001037737)	promoter-TSS (NM_001037737)	75	NM_009709	11863	Mm.250265	NM_009709	ENSMUSG00000015522	Arnt	D3Ertd557e|Drnt|ESTM42|Hif1b|W08714|bHLHe2|mKIAA4051	aryl hydrocarbon receptor nuclear translocator	protein-coding
Common	primary_peak_28582	chr7	105553985	105554745	+	934	NA	promoter-TSS (NM_011421)	promoter-TSS (NM_011421)	5	NM_011421	20597	Mm.4628	NM_011421	ENSMUSG00000037049	Smpd1	A-SMase|ASM|Zn-SMase|aSMase	sphingomyelin phosphodiesterase 1, acid lysosomal	protein-coding
Common	primary_peak_10766	chr15	38300631	38301489	+	934	NA	promoter-TSS (NM_013692)	promoter-TSS (NM_013692)	-349	NM_013692	21847	Mm.4292	NM_013692	ENSMUSG00000037465	Klf10	AI115143|EGR[a]|Egral|Gdnfif|TIEG-1|Tieg|Tieg1|mGIF	Kruppel-like factor 10	protein-coding
Common	primary_peak_4279	chr11	22981784	22982550	+	934	NA	exon (NM_144514, exon 1 of 3)	exon (NM_144514, exon 1 of 3)	117	NM_144514	17846	Mm.259903	NM_144514	ENSMUSG00000051355	Commd1	AI256843|Murr1|U2/Mu	COMM domain containing 1	protein-coding
Common	primary_peak_19965	chr3	85573788	85574641	+	934	NA	promoter-TSS (NM_144896)	promoter-TSS (NM_144896)	85	NM_144896	229487	Mm.52275	NM_144896	ENSMUSG00000028085	Gatb	9430026F02Rik|Pet112|Pet112l	glutamyl-tRNA(Gln) amidotransferase, subunit B	protein-coding
Common	primary_peak_2965	chr10	67548755	67549768	+	934	NA	promoter-TSS (NM_001005419)	promoter-TSS (NM_001005419)	-306	NM_001005419	211488	Mm.297250	NM_001005419	ENSMUSG00000057134	Ado	Gm237	2-aminoethanethiol (cysteamine) dioxygenase	protein-coding
Common	primary_peak_12842	chr16	84735119	84735750	+	933	NA	promoter-TSS (NM_017404)	promoter-TSS (NM_017404)	-132	NM_017404	27393	Mm.103655	NM_017404	ENSMUSG00000022889	Mrpl39	C21orf8|MRP-L5|ORF22|Rpml5	mitochondrial ribosomal protein L39	protein-coding
Common	primary_peak_8748	chr13	81657243	81658177	+	933	NA	promoter-TSS (NM_030257)	promoter-TSS (NM_030257)	-96	NM_030257	80289	Mm.259969	NM_030257	ENSMUSG00000035840	Lysmd3	1110030H10Rik|BC003322	LysM, putative peptidoglycan-binding, domain containing 3	protein-coding
Common	primary_peak_27196	chr7	15921808	15922771	+	933	NA	promoter-TSS (NM_009156)	promoter-TSS (NM_009156)	82	NM_009156	20364	Mm.42829	NM_009156	ENSMUSG00000041571	Selenow	Sepw1|selW	selenoprotein W	protein-coding
Common	primary_peak_12012	chr16	11175714	11176842	+	933	NA	non-coding (NR_027502, exon 1 of 23)	non-coding (NR_027502, exon 1 of 23)	115	NR_027502	106205	Mm.226860	NM_145931	ENSMUSG00000037965	Zc3h7a	A430104C18Rik|AI447294|AW556219|HSPC055|Zc3h7|Zc3hdc7	zinc finger CCCH type containing 7 A	protein-coding
Common	primary_peak_25236	chr6	4086587	4087226	+	932	NA	promoter-TSS (NM_009748)	promoter-TSS (NM_009748)	21	NM_009748	12068	Mm.286457	NM_009748	ENSMUSG00000032757	Bet1	AW555236|Bet-1	Bet1 golgi vesicular membrane trafficking protein	protein-coding
Common	primary_peak_9355	chr14	20347758	20348498	+	932	NA	promoter-TSS (NM_172379)	promoter-TSS (NM_172379)	-7	NM_027475	70601	Mm.35105	NM_027475	ENSMUSG00000021810	Ecd	5730461K03Rik|Hsgt1	ecdysoneless cell cycle regulator	protein-coding
Common	primary_peak_5164	chr11	75630591	75631142	+	932	NA	promoter-TSS (NM_008916)	promoter-TSS (NM_008916)	-154	NM_008916	19062	Mm.1458	NM_008916	ENSMUSG00000006127	Inpp5k	C62|Pps|SKIP	inositol polyphosphate 5-phosphatase K	protein-coding
Common	primary_peak_7451	chr12	101975594	101976473	+	932	NA	promoter-TSS (NM_016856)	promoter-TSS (NM_016856)	59	NM_016856	51786	Mm.716	NM_016856	ENSMUSG00000041781	Cpsf2	100kDa|2610024B04Rik|AI662483|Cpsf|MCPSF|mKIAA1367	cleavage and polyadenylation specific factor 2	protein-coding
Common	primary_peak_18350	chr2	127247610	127248519	+	932	NA	promoter-TSS (NM_025296)	promoter-TSS (NM_025296)	89	NM_175145	69470	Mm.200889	NM_175145	ENSMUSG00000034850	Tmem127	2310003P10Rik|AI314202|AI317350	transmembrane protein 127	protein-coding
Common	primary_peak_203	chr1	36546744	36547715	+	932	NA	promoter-TSS (NM_026241)	promoter-TSS (NM_026241)	-28	NM_026241	109346	Mm.247537	NM_026241	ENSMUSG00000079610	Ankrd39	9130416N05Rik|C030004B10Rik	ankyrin repeat domain 39	protein-coding
Common	primary_peak_5164-2	chr11	75631143	75631548	+	932	NA	intron (NM_008916, intron 1 of 11)	intron (NM_008916, intron 1 of 11)	325	NM_008916	19062	Mm.1458	NM_008916	ENSMUSG00000006127	Inpp5k	C62|Pps|SKIP	inositol polyphosphate 5-phosphatase K	protein-coding
Common	primary_peak_18605	chr2	145934401	145935190	+	931	NA	promoter-TSS (NM_025820)	promoter-TSS (NM_025820)	11	NM_175280	78774	Mm.136347	NM_175280	ENSMUSG00000037143	Cfap61	4930529M08Rik|BB178539|BC024760	cilia and flagella associated protein 61	protein-coding
Common	primary_peak_27375	chr7	24530132	24530987	+	931	NA	promoter-TSS (NM_153134)	promoter-TSS (NM_153134)	-89	NM_153134	210146	Mm.41108	NM_153134	ENSMUSG00000041037	Irgq	AF322649|FKSG27|Irgq1	immunity-related GTPase family, Q	protein-coding
Common	primary_peak_13950	chr17	45506648	45507248	+	931	NA	exon (NM_198608, exon 1 of 22)	exon (NM_198608, exon 1 of 22)	107	NM_198608	224805	Mm.329063	NM_198608	ENSMUSG00000023938	Aars2	Aarsl|AlaRS|Gm89	alanyl-tRNA synthetase 2, mitochondrial	protein-coding
Common	primary_peak_20745	chr3	132683550	132684428	+	930	NA	promoter-TSS (NM_007926)	promoter-TSS (NM_007926)	-110	NM_007926	13722	Mm.235137	NM_007926	ENSMUSG00000028029	Aimp1	9830137A06Rik|AIMP1/p43|EMAPII|Emap2|Scye1|p43	aminoacyl tRNA synthetase complex-interacting multifunctional protein 1	protein-coding
Common	primary_peak_29579	chr8	34965318	34965965	+	930	NA	promoter-TSS (NM_175091)	promoter-TSS (NM_175091)	49	NM_175091	21951	Mm.88364	NM_175091	ENSMUSG00000031529	Tnks	4930554K12Rik|AI662855|ARTD5|C86528|D130072O21Rik|TANK1|mTNKS1	tankyrase, TRF1-interacting ankyrin-related ADP-ribose polymerase	protein-coding
Common	primary_peak_5322	chr11	79704021	79704199	+	930	NA	Intergenic	CpG	-7859	NR_029579	387188		NR_029579	ENSMUSG00000065395	Mir193a	Mir193|Mirn193|mir-193a|mmu-mir-193|mmu-mir-193a	microRNA 193a	ncRNA
Common	primary_peak_30970	chr8	129263210	129263981	+	929	NA	Intergenic	Intergenic	-29549	NM_153780	72139	Mm.426514	NM_153780	ENSMUSG00000071302	2610044O15Rik8	2610044O15Rik	RIKEN cDNA 2610044O15 gene	protein-coding
Common	primary_peak_4264	chr11	22286394	22287494	+	928	NA	promoter-TSS (NM_001252515)	promoter-TSS (NM_001252515)	-149	NM_153078	216565	Mm.491265	NM_153078	ENSMUSG00000042302	Ehbp1	AF424697|Flj21950|NACSIN	EH domain binding protein 1	protein-coding
Common	primary_peak_30167	chr8	84908436	84908856	+	928	NA	promoter-TSS (NM_010062)	promoter-TSS (NM_010062)	22	NM_010062	13423	Mm.350831	NM_010062	ENSMUSG00000003812	Dnase2a	Dnase2	deoxyribonuclease II alpha	protein-coding
Common	primary_peak_9930	chr14	61971106	61971991	+	928	NA	Intergenic	Intergenic	-289175	NR_028264	668253	Mm.32886	NR_028264	ENSMUSG00000097589	Dleu2	1810047A16Rik|4932411A06Rik|7730401J12Rik|AI197277|AI788824|Alt1|Gm9069|Leu2	deleted in lymphocytic leukemia, 2	ncRNA
Common	primary_peak_22088	chr4	117836243	117836840	+	928	NA	intron (NM_008135, intron 1 of 13)	CpG	1283	NM_008135	14664	Mm.244549	NM_008135	ENSMUSG00000028542	Slc6a9	Glyt-1|Glyt1	solute carrier family 6 (neurotransmitter transporter, glycine), member 9	protein-coding
Common	primary_peak_32070	chr9	89704304	89705437	+	927	NA	exon (NM_025360, exon 1 of 3)	exon (NM_025360, exon 1 of 3)	173	NM_025360	66111	Mm.27606	NM_025360	ENSMUSG00000032353	Tmed3	1200002G13Rik|AW546672|P24b	transmembrane p24 trafficking protein 3	protein-coding
Common	primary_peak_12749	chr16	59638860	59639770	+	927	NA	promoter-TSS (NM_019665)	promoter-TSS (NM_019665)	24	NM_019665	56297	Mm.392505	NM_019665	ENSMUSG00000022722	Arl6	1110018H24Rik|2210411E14Rik|BBS3	ADP-ribosylation factor-like 6	protein-coding
Common	primary_peak_7481	chr12	102743285	102744118	+	927	NA	promoter-TSS (NM_022323)	promoter-TSS (NM_022323)	-40	NM_001142937	64113	Mm.291222	NM_022323	ENSMUSG00000096458	Moap1	AA987038|Map-1|Pnma4	modulator of apoptosis 1	protein-coding
Common	primary_peak_19796	chr3	63928919	63929578	+	926	NA	intron (NM_177856, intron 1 of 4)	CpG	137	NM_177856	329659	Mm.39342	NM_177856	ENSMUSG00000048581	E130311K13Rik	-	RIKEN cDNA E130311K13 gene	protein-coding
Common	primary_peak_32794	chrX	20687727	20688911	+	926	NA	promoter-TSS (NM_011049)	promoter-TSS (NM_011049)	-174	NM_011049	18555	Mm.102574	NM_011049	ENSMUSG00000031065	Cdk16	Crk5|Pctaire1|Pctk1	cyclin-dependent kinase 16	protein-coding
Common	primary_peak_24722	chr5	134183939	134184881	+	926	NA	intron (NM_053266, intron 1 of 15)	CpG	372	NM_053266	114674	Mm.218744	NM_053266	ENSMUSG00000015942	Gtf2ird2	1700012P16Rik	GTF2I repeat domain containing 2	protein-coding
Common	primary_peak_26457	chr6	114893567	114894801	+	926	NA	intron (NM_177683, intron 1 of 4)	intron (NM_177683, intron 1 of 4)	27568	NM_177683	232334	Mm.268357	NM_177683	ENSMUSG00000030315	Vgll4	BC048841|VGL-4	vestigial like family member 4	protein-coding
Common	primary_peak_14834	chr18	23803579	23804530	+	925	NA	promoter-TSS (NM_153058)	promoter-TSS (NM_153058)	84	NM_153058	212307	Mm.132237	NM_153058	ENSMUSG00000024277	Mapre2	AI314113|C820009F03Rik|D18Abb1e|EB1|EB2|RP1	microtubule-associated protein, RP/EB family, member 2	protein-coding
Common	primary_peak_14181	chr17	56673013	56673699	+	925	NA	non-coding (NR_045519, exon 1 of 17)	non-coding (NR_045519, exon 1 of 17)	131	NM_001252467	71810	Mm.29608	NM_027933	ENSMUSG00000002372	Ranbp3	2610024N24Rik|AA408221	RAN binding protein 3	protein-coding
Common	primary_peak_8882	chr13	94975938	94976727	+	925	NA	promoter-TSS (NM_172590)	promoter-TSS (NM_172590)	-12	NM_172590	218460	Mm.33856	NM_172590	ENSMUSG00000042015	Wdr41	B830029I03Rik|MSTP048	WD repeat domain 41	protein-coding
Common	primary_peak_7143	chr12	80790273	80791092	+	925	NA	5' UTR (NM_001242419, exon 1 of 7)	5' UTR (NM_001242419, exon 1 of 7)	150	NM_178682	217684	Mm.341776	NM_178682	ENSMUSG00000021133	Susd6	4933426M11Rik|mKIAA0247	sushi domain containing 6	protein-coding
Common	primary_peak_9819	chr14	55681365	55682184	+	925	NA	promoter-TSS (NM_145705)	promoter-TSS (NM_145705)	43	NM_145705	28113	Mm.29346	NM_145705	ENSMUSG00000007589	Tinf2	AW552114|D14Wsu146e|Tin2	Terf1 (TRF1)-interacting nuclear factor 2	protein-coding
Common	primary_peak_23149	chr4	155891631	155892355	+	925	NA	promoter-TSS (NM_001033490)	promoter-TSS (NM_001033490)	118	NM_207223	140500	Mm.219591	NM_207223	ENSMUSG00000029033	Acap3	Centb5|Kiaa1716-hp|mKIAA1716	ArfGAP with coiled-coil, ankyrin repeat and PH domains 3	protein-coding
Common	primary_peak_29043	chr7	133637194	133638071	+	925	NA	promoter-TSS (NM_178115)	promoter-TSS (NM_178115)	-43	NM_178115	214764	Mm.174044	NM_145995	ENSMUSG00000039990	Edrf1	2700050L05Rik|AU022667|AW558805	erythroid differentiation regulatory factor 1	protein-coding
Common	primary_peak_4967	chr11	69632474	69633077	+	925	NA	promoter-TSS (NM_011814)	promoter-TSS (NM_011814)	-196	NM_011814	23879	Mm.41930	NM_011814	ENSMUSG00000018765	Fxr2	Fxr2h	fragile X mental retardation, autosomal homolog 2	protein-coding
Common	primary_peak_7980	chr13	24761358	24762146	+	925	NA	intron (NM_020567, intron 1 of 6)	CpG	185	NM_020567	57441	Mm.12239	NM_020567	ENSMUSG00000006715	Gmnn	AW546347|Gem	geminin	protein-coding
Common	primary_peak_5493	chr11	87749200	87750074	+	924	NA	Intergenic	Intergenic	-7227	NR_029555	387160		NR_029555	ENSMUSG00000105196	Mir142	Mirn142|miR-142|mir-142a|mmu-mir-142|mmu-mir-142a	microRNA 142	ncRNA
Common	primary_peak_12932	chr16	91354369	91355652	+	924	NA	Intergenic	ID_B1|SINE|B4	-17773	NM_010509	15976	Mm.6834	NM_010509	ENSMUSG00000022971	Ifnar2	AI747302|Ifnar-2	interferon (alpha and beta) receptor 2	protein-coding
Common	primary_peak_9967	chr14	64440266	64441199	+	923	NA	exon (NM_001253712, exon 1 of 6)	exon (NM_001253712, exon 1 of 6)	294	NM_001253714	110265	Mm.26713	NM_026322	ENSMUSG00000054733	Msra	2310045J23Rik|6530413P12Rik|MSR-A	methionine sulfoxide reductase A	protein-coding
Common	primary_peak_9473	chr14	29968045	29968775	+	923	NA	promoter-TSS (NM_019979)	promoter-TSS (NM_019979)	30	NM_019979	80795	Mm.104491	NM_019979	ENSMUSG00000042682	Selenok	1110001C03Rik|AA673253|HSPC030|Hsp30|Selk	selenoprotein K	protein-coding
Common	primary_peak_28824	chr7	122969497	122970686	+	923	NA	promoter-TSS (NM_175023)	promoter-TSS (NM_175023)	368	NR_045614	73951	Mm.389936	NR_045614		4930413G21Rik	-	RIKEN cDNA 4930413G21 gene	ncRNA
Common	primary_peak_28927	chr7	127260525	127261113	+	923	NA	promoter-TSS (NM_023203)	promoter-TSS (NM_023203)	-152	NM_023203	66422	Mm.29898	NM_023203	ENSMUSG00000042462	Dctpp1	2410015N17Rik|AI854235|RS21-C6	dCTP pyrophosphatase 1	protein-coding
Common	primary_peak_1609	chr1	162570294	162571681	+	923	NA	intron (NM_016796, intron 1 of 7)	CpG	159	NM_016796	53330	Mm.10699	NM_016796	ENSMUSG00000026696	Vamp4	D1Ertd147e|Vamp-4	vesicle-associated membrane protein 4	protein-coding
Common	primary_peak_28148	chr7	79465730	79466868	+	923	NA	promoter-TSS (NM_017462)	promoter-TSS (NM_017462)	-26	NM_017462	18975	Mm.3616	NM_017462	ENSMUSG00000039176	Polg	AA409516|PolgA	polymerase (DNA directed), gamma	protein-coding
Common	primary_peak_4289	chr11	23665519	23666672	+	923	NA	promoter-TSS (NM_023651)	promoter-TSS (NM_023651)	119	NM_028304	74467	Mm.29536	NM_028304	ENSMUSG00000020280	Pus10	2810013G11Rik|4933435A13Rik|AU014648|C77560|Ccdc139	pseudouridylate synthase 10	protein-coding
Common	primary_peak_14544	chr17	84056938	84057766	+	922	NA	Intergenic	Intergenic	-21308	NR_045458	74473	Mm.399575	NR_045458	ENSMUSG00000117571	4933433H22Rik	-	RIKEN cDNA 4933433H22 gene	ncRNA
Common	primary_peak_18334	chr2	126875564	126876412	+	922	NA	5' UTR (NM_021450, exon 1 of 39)	5' UTR (NM_021450, exon 1 of 39)	273	NM_021450	58800	Mm.244705	NM_021450	ENSMUSG00000027365	Trpm7	2310022G15Rik|4833414K03Rik|5033407O22Rik|CHAK|CHAK1|LTrpC-7|Ltpr7|Ltrpc7|TRPPLIK	transient receptor potential cation channel, subfamily M, member 7	protein-coding
Common	primary_peak_29671	chr8	45999598	46000432	+	922	NA	promoter-TSS (NM_001039562)	promoter-TSS (NM_001039562)	-165	NM_001039562	654824	Mm.334517	NM_001039562	ENSMUSG00000050914	Ankrd37	-	ankyrin repeat domain 37	protein-coding
Common	primary_peak_386	chr1	53296644	53297460	+	921	NA	promoter-TSS (NM_145517)	promoter-TSS (NM_145517)	-43	NM_145517	227102	Mm.212846	NM_145517	ENSMUSG00000026097	Ormdl1	C730042F17Rik	ORM1-like 1 (S. cerevisiae)	protein-coding
Common	primary_peak_14807	chr18	14782846	14784092	+	921	NA	5' UTR (NM_001100449, exon 1 of 15)	5' UTR (NM_001100449, exon 1 of 15)	224	NM_001100449	72504	Mm.312233	NM_001100449	ENSMUSG00000054321	Taf4b	105kDa|2610524B04Rik|4932409F03Rik|AW987595|TAFII-105|TAFII105|Taf2c2	TATA-box binding protein associated factor 4b	protein-coding
Common	primary_peak_9613	chr14	45049623	45050474	+	921	NA	Intergenic	Intergenic	61937	NM_008964	19217	Mm.4630	NM_008964	ENSMUSG00000037759	Ptger2	EP2|Ptgerep2	prostaglandin E receptor 2 (subtype EP2)	protein-coding
Common	primary_peak_27554	chr7	29768172	29768953	+	921	NA	promoter-TSS (NM_023750)	promoter-TSS (NM_023750)	10	NM_023750	74352	Mm.251083	NM_023750	ENSMUSG00000046185	Zfp84	2210410P13Rik|4633401C23Rik|AI415447|BB081605|C86188|KRAB18|Zfp69	zinc finger protein 84	protein-coding
